Tags	SeqName	Description	Length	#Hits	e-Value	sim mean	#GO	GO IDs	GO Names	Enzyme Codes	Enzyme Names	InterPro IDs	InterPro GO IDs	InterPro GO Names
[BLASTED]	Ahyacinthus09633-RA	PREDICTED: uncharacterized protein LOC107337653	2058	10	3.47E-102	76.13								
[BLASTED]	Ahyacinthus09635-RA	uncharacterized protein LOC114972108	747	10	1.19E-66	78.25								
[BLASTED]	Ahyacinthus09636-RA	Retrovirus-related Pol polyprotein	205	10	1.06E-21	84.45								
[BLASTED]	Ahyacinthus09639-RA	PREDICTED: uncharacterized protein LOC107336618	231	10	6.59E-39	81.2								
[BLASTED]	Ahyacinthus09640-RA	uncharacterized protein LOC114971451	3532	10	0	87.36								
[BLASTED]	Ahyacinthus09637-RA	PREDICTED: uncharacterized protein LOC107356800	1119	10	1.27E-144	74.85								
[BLASTED]	Ahyacinthus09638-RA	PREDICTED: uncharacterized protein LOC107330733	969	10	2.96E-66	67.27								
[BLASTED]	Ahyacinthus09643-RA	plexin domain-containing protein 2-like isoform X1	1227	10	0	78.56								
[BLASTED]	Ahyacinthus09644-RA	plexin domain-containing protein 2-like isoform X1	750	10	1.69E-157	79.89								
[BLASTED]	Ahyacinthus09645-RA	ER degradation-enhancing alpha-mannosidase-like protein 2	387	10	7.12E-74	91.12								
[BLASTED]	Ahyacinthus09641-RA	PREDICTED: uncharacterized protein LOC107356846	1263	10	1.19E-162	79.06								
[BLASTED]	Ahyacinthus09642-RA	uncharacterized protein LOC114962400 isoform X2	989	10	7.26E-79	75.09								
[BLASTED]	Ahyacinthus09646-RA	plexin domain-containing protein 2-like isoform X2	403	10	1.24E-18	69.64								
[BLASTED]	Ahyacinthus09647-RA	BLOC-1-related complex subunit 8 homolog isoform X1	696	10	8.88E-136	71.12								
[BLASTED]	Ahyacinthus09648-RA	laminin-like protein epi-1	1377	10	2.03E-161	62.91								
[BLASTED]	Ahyacinthus09649-RA	laminin-like protein epi-1	2145	10	0	72.92								
[BLASTED]	Ahyacinthus09650-RA	laminin-like protein epi-1	4262	10	0	66.58								
[BLASTED]	Ahyacinthus09651-RA	"beta-1,4-N-acetylgalactosaminyltransferase 3-like"	1822	10	0	88.43								
[BLASTED]	Ahyacinthus09652-RA	Protein BTN1	1308	10	0	76.63								
[BLASTED]	Ahyacinthus09654-RA	sushi domain-containing protein 2-like	1479	10	0	83.83								
[BLASTED]	Ahyacinthus09655-RA	sushi domain-containing protein 2-like	945	10	0	84.95								
[BLASTED]	Ahyacinthus09653-RA	sushi domain-containing protein 2-like	390	10	2.11E-51	69.64								
[BLASTED]	Ahyacinthus09656-RA	uncharacterized protein LOC114967141	642	10	3.19E-136	76.89								
[BLASTED]	Ahyacinthus09661-RA	"histone-lysine N-methyltransferase, H3 lysine-79 specific-like"	768	10	1.01E-133	82.87								
[BLASTED]	Ahyacinthus09658-RA	hypothetical protein AWC38_SpisGene6391	597	10	3.53E-70	59.5								
[BLASTED]	Ahyacinthus09660-RA	inner centromere protein-like	345	4	1.56E-41	73.33								
[BLASTED]	Ahyacinthus09657-RA	uncharacterized protein LOC114967138	1320	10	2.18E-78	70.32								
[BLASTED]	Ahyacinthus09659-RA	hypothetical protein AWC38_SpisGene6391	636	10	6.08E-71	65.93								
[BLASTED]	Ahyacinthus09663-RA	Protein BTN1	617	10	6.50E-90	70.18								
[BLASTED]	Ahyacinthus09662-RA	"sushi, von Willebrand factor type A, EGF and pentraxin domain-containing protein 1-like isoform X1"	408	10	4.32E-58	71.64								
[BLASTED]	Ahyacinthus09665-RA	uncharacterized protein LOC122965098	235	1	3.38E-09	78.33								
[BLASTED]	Ahyacinthus09664-RA	uncharacterized protein LOC122950797	4675	10	0	91.78								
[BLASTED]	Ahyacinthus09667-RA	"beta-1,4-N-acetylgalactosaminyltransferase 3-like"	1656	10	0	82.65								
[BLASTED]	Ahyacinthus09666-RA	uncharacterized protein LOC122952215	930	10	7.29E-93	80.25								
[BLASTED]	Ahyacinthus09669-RA	protein FAM219A-like	213	10	1.19E-36	85.92								
[BLASTED]	Ahyacinthus09670-RA	peptidyl-glycine alpha-amidating monooxygenase	1971	10	0	62.21								
[BLASTED]	Ahyacinthus09668-RA	spatacsin-like isoform X2	7818	10	0	72.36								
[BLASTED]	Ahyacinthus09671-RA	protein FAM69A-like	1032	10	0	64.94								
[BLASTED]	Ahyacinthus09674-RA	uncharacterized protein LOC122948968	651	10	4.58E-113	81.03								
[BLASTED]	Ahyacinthus09677-RA	uncharacterized protein LOC114953201	906	10	0	79.72								
[BLASTED]	Ahyacinthus09678-RA	uncharacterized protein LOC122953262	537	10	2.06E-126	89.29								
[BLASTED]	Ahyacinthus09676-RA	YTH domain-containing protein 1-like	498	1	3.66E-34	96.3								
[BLASTED]	Ahyacinthus09673-RA	predicted protein	801	10	1.00E-55	59.54								
[BLASTED]	Ahyacinthus09679-RA	uncharacterized protein LOC122951968	645	6	7.49E-61	61.64								
[BLASTED]	Ahyacinthus09675-RA	uncharacterized protein LOC122959384	584	10	2.28E-92	74.16								
[BLASTED]	Ahyacinthus09672-RA	SPRY domain-containing SOCS box protein 4	561	10	1.57E-94	58.65								
[BLASTED]	Ahyacinthus09680-RA	fibroin heavy chain-like	1442	10	0	70.68								
[BLASTED]	Ahyacinthus09681-RA	uncharacterized protein LOC114970317 isoform X5	2529	10	0	82.35								
[BLASTED]	Ahyacinthus09682-RA	uncharacterized protein LOC122961845	248	8	2.68E-23	94.84								
[BLASTED]	Ahyacinthus09683-RA	uncharacterized protein LOC122951106	543	10	2.57E-73	92.17								
[BLASTED]	Ahyacinthus09687-RA	uncharacterized protein LOC122950091	543	10	1.07E-127	69.04								
[BLASTED]	Ahyacinthus09684-RA	putative nuclease HARBI1	1035	10	0	65.2								
[BLASTED]	Ahyacinthus09685-RA	protocadherin-like protein	756	10	3.95E-111	90.06								
[BLASTED]	Ahyacinthus09686-RA	uncharacterized protein LOC114968747 isoform X1	591	10	1.19E-126	67.28								
[BLASTED]	Ahyacinthus09690-RA	neurofilament heavy polypeptide-like isoform X1	384	10	1.79E-84	81.77								
[BLASTED]	Ahyacinthus09695-RA	ubiquitin-associated protein 1-like isoform X1	2109	10	0	69.86								
[BLASTED]	Ahyacinthus09688-RA	uncharacterized protein LOC122950091	543	10	1.07E-127	69.04								
[BLASTED]	Ahyacinthus09692-RA	coiled-coil domain-containing protein 87-like	1519	10	0	73.39								
[BLASTED]	Ahyacinthus09693-RA	coiled-coil domain-containing protein 87-like	595	10	8.13E-49	65.24								
[BLASTED]	Ahyacinthus09694-RA	coiled-coil domain-containing protein 87-like	249	10	5.15E-51	87.47								
[BLASTED]	Ahyacinthus09689-RA	neurofilament heavy polypeptide-like isoform X2	1829	10	0	76.24								
[BLASTED]	Ahyacinthus09691-RA	coiled-coil domain-containing protein 87-like	201	10	2.99E-30	63.88								
[BLASTED]	Ahyacinthus09697-RA	Neuronal acetylcholine receptor subunit alpha-7	1422	10	0	86.13								
[BLASTED]	Ahyacinthus09698-RA	UBX domain-containing protein 1-like isoform X2	549	10	6.62E-84	80.54								
[BLASTED]	Ahyacinthus09699-RA	A disintegrin and metalloproteinase with thrombospondin motifs 6-like isoform X1	2064	10	0	70.38								
[BLASTED]	Ahyacinthus09696-RA	neuronal acetylcholine receptor subunit alpha-10-like	522	10	3.22E-102	87.28								
[BLASTED]	Ahyacinthus09706-RA	PREDICTED: uncharacterized protein LOC107350574 isoform X1	1028	7	5.54E-162	96.51								
[BLASTED]	Ahyacinthus09708-RA	PREDICTED: uncharacterized protein LOC107350574 isoform X1	1031	7	0	98.67								
[BLASTED]	Ahyacinthus09700-RA	hemicentin-1-like	4146	10	0	63.13								
[BLASTED]	Ahyacinthus09701-RA	hemicentin-1-like	447	10	9.03E-48	84.82								
[BLASTED]	Ahyacinthus09702-RA	hemicentin-1-like	1161	10	3.06E-168	68.49								
[BLASTED]	Ahyacinthus09703-RA	hemicentin-1-like	336	10	1.05E-65	83.64								
[BLASTED]	Ahyacinthus09704-RA	hemicentin-1-like	4059	10	0	67.82								
[BLASTED]	Ahyacinthus09705-RA	hemicentin-1-like isoform X2	1995	10	0	66.95								
[BLASTED]	Ahyacinthus09707-RA	myb-like protein X	276	10	9.51E-58	70.7								
[BLASTED]	Ahyacinthus09709-RA	uncharacterized protein LOC114949392	639	10	2.54E-149	75.51								
[BLASTED]	Ahyacinthus09710-RA	leucine-rich repeat-containing protein 49-like	1810	10	0	73.65								
[BLASTED]	Ahyacinthus09715-RA	hypothetical protein AWC38_SpisGene20144	206	10	1.74E-15	67.09								
[BLASTED]	Ahyacinthus09714-RA	uncharacterized protein LOC114963589 isoform X1	810	10	6.77E-42	68.77								
[BLASTED]	Ahyacinthus09712-RA	polycystic kidney disease protein 1-like 2	480	10	1.20E-70	67.84								
[BLASTED]	Ahyacinthus09711-RA	polycystic kidney disease protein 1-like 2	363	10	1.80E-74	85.11								
[BLASTED]	Ahyacinthus09717-RA	uncharacterized protein LOC114963589 isoform X1	786	10	3.74E-39	67.39								
[BLASTED]	Ahyacinthus09720-RA	CD151 antigen-like	525	10	2.01E-80	72.28								
[BLASTED]	Ahyacinthus09721-RA	CD151 antigen-like	531	10	1.00E-37	71.99								
[BLASTED]	Ahyacinthus09722-RA	CD151 antigen-like	552	10	2.00E-78	65.76								
[BLASTED]	Ahyacinthus09723-RA	"lon protease homolog, mitochondrial-like"	429	9	2.10E-55	71.63								
[BLASTED]	Ahyacinthus09724-RA	"lon protease homolog, mitochondrial-like"	2277	10	0	78.98								
[BLASTED]	Ahyacinthus09726-RA	death-associated protein kinase 2-like	1462	10	1.47E-167	66.77								
[BLASTED]	Ahyacinthus09725-RA	SHC-transforming protein 1-like	1253	10	0	61.17								
[BLASTED]	Ahyacinthus09727-RA	Protein BTN1	1338	10	0	75.82								
[BLASTED]	Ahyacinthus09729-RA	neuronal pentraxin-1-like	1284	10	6.49E-135	92.35								
[BLASTED]	Ahyacinthus09728-RA	"N-alpha-acetyltransferase 35, NatC auxiliary subunit-like"	1756	10	0	69.46								
[BLASTED]	Ahyacinthus09731-RA	neuronal pentraxin-1-like	945	10	0	92.02								
[BLASTED]	Ahyacinthus09730-RA	neuronal pentraxin-1-like	843	10	0	93.36								
[BLASTED]	Ahyacinthus09733-RA	alpha-aminoadipic semialdehyde dehydrogenase-like	2118	10	0	72.91								
[BLASTED]	Ahyacinthus09735-RA	alpha/beta hydrolase domain-containing protein 17B-like	2307	10	0	93.88								
[BLASTED]	Ahyacinthus09736-RA	unconventional myosin-VIIa-like	2628	10	0	80.22								
[BLASTED]	Ahyacinthus09737-RA	unconventional myosin-VIIa-like	363	10	2.92E-22	68.38								
[BLASTED]	Ahyacinthus09732-RA	"fructose-1,6-bisphosphatase 1-like"	1038	10	0	86.9								
[BLASTED]	Ahyacinthus09734-RA	integrator complex subunit 14-like	330	10	2.29E-71	88.05								
[BLASTED]	Ahyacinthus09739-RA	receptor expression-enhancing protein 5-like isoform X2	906	10	6.08E-131	87.77								
[BLASTED]	Ahyacinthus09745-RA	m7GpppN-mRNA hydrolase-like	1500	10	0	77.58								
[BLASTED]	Ahyacinthus09746-RA	putative serine/threonine-protein kinase pats1	2871	10	0	77.35								
[BLASTED]	Ahyacinthus09747-RA	A disintegrin and metalloproteinase with thrombospondin motifs 16-like	3339	10	0	68.55								
[BLASTED]	Ahyacinthus09738-RA	solute carrier family 25 member 46-like	1098	10	0	80.5								
[BLASTED]	Ahyacinthus09740-RA	probable serine incorporator	1080	10	2.91E-179	76.03								
[BLASTED]	Ahyacinthus09744-RA	GPI ethanolamine phosphate transferase 3-like	1266	10	0	84.63								
[BLASTED]	Ahyacinthus09743-RA	GPI ethanolamine phosphate transferase 3-like	1311	10	0	77.94								
[BLASTED]	Ahyacinthus09741-RA	ganglioside GM2 activator-like	485	10	2.16E-75	60.28								
[BLASTED]	Ahyacinthus09742-RA	uncharacterized protein LOC114950906	336	2	7.74E-61	72.09								
[BLASTED]	Ahyacinthus09749-RA	immediate early response 3-interacting protein 1-like	927	10	6.56E-39	94.64								
[BLASTED]	Ahyacinthus09751-RA	leucine-rich repeat-containing protein 74B-like	1518	10	0	87.12								
[BLASTED]	Ahyacinthus09753-RA	uncharacterized protein CXorf65 homolog	656	10	5.69E-66	71.44								
[BLASTED]	Ahyacinthus09755-RA	myb-binding protein 1A-like protein	3451	10	0	65.13								
[BLASTED]	Ahyacinthus09748-RA	heat shock protein 23-like	537	6	3.75E-50	71.03								
[BLASTED]	Ahyacinthus09752-RA	angiogenic factor with G patch and FHA domains 1-like	978	10	0	76								
[BLASTED]	Ahyacinthus09754-RA	"stomatin-like protein 2, mitochondrial"	1657	10	0	83.1								
[BLASTED]	Ahyacinthus09756-RA	melanocyte-stimulating hormone receptor-like	663	10	2.34E-83	70.4								
[BLASTED]	Ahyacinthus09750-RA	angiogenic factor with G patch and FHA domains 1-like	546	10	6.64E-39	71.52								
[BLASTED]	Ahyacinthus09761-RA	endophilin-A2-like	1149	10	0	81.85								
[BLASTED]	Ahyacinthus09758-RA	protein mesh-like	2034	10	0	69.87								
[BLASTED]	Ahyacinthus09759-RA	sushi domain-containing protein 2-like	2622	10	0	83.23								
[BLASTED]	Ahyacinthus09760-RA	ADP-ribosylation factor-like protein 15	601	10	2.91E-101	66.69								
[BLASTED]	Ahyacinthus09762-RA	"NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial-like"	696	10	1.85E-125	77.65								
[BLASTED]	Ahyacinthus09757-RA	melanocyte-stimulating hormone receptor-like	696	10	3.15E-90	73.84								
[BLASTED]	Ahyacinthus09769-RA	PREDICTED: uncharacterized protein LOC107354263 isoform X2	2439	10	0	73.01								
[BLASTED]	Ahyacinthus09763-RA	uncharacterized protein LOC122950919	983	10	8.47E-68	84.79								
[BLASTED]	Ahyacinthus09766-RA	Transposon Ty3-G Gag-Pol polyprotein	435	10	2.66E-94	67.78								
[BLASTED]	Ahyacinthus09768-RA	zinc finger protein 862-like	897	10	6.12E-99	72.45								
[BLASTED]	Ahyacinthus09770-RA	RNA-directed DNA polymerase from mobile element jockey	2109	10	0	55.43								
[BLASTED]	Ahyacinthus09764-RA	RNA-directed DNA polymerase from mobile element jockey-like	770	10	2.64E-17	49.16								
[BLASTED]	Ahyacinthus09765-RA	PREDICTED: uncharacterized protein K02A2.6-like	582	10	1.41E-40	80.39								
[BLASTED]	Ahyacinthus09767-RA	Transposon Ty3-G Gag-Pol polyprotein	320	8	2.80E-21	64.78								
[BLASTED]	Ahyacinthus09771-RA	hypothetical protein pdam_00025042	3303	10	0	56.53								
[BLASTED]	Ahyacinthus09776-RA	predicted protein	546	10	3.65E-37	55.51								
[BLASTED]	Ahyacinthus09782-RA	PREDICTED: uncharacterized protein LOC107353220 isoform X1	1242	10	0	68.01								
[BLASTED]	Ahyacinthus09772-RA	uncharacterized protein LOC114965225	867	10	3.10E-79	78.64								
[BLASTED]	Ahyacinthus09773-RA	uncharacterized protein LOC122949527	1794	10	5.44E-79	69.04								
[BLASTED]	Ahyacinthus09777-RA	predicted protein	738	10	5.69E-33	67.66								
[BLASTED]	Ahyacinthus09780-RA	uncharacterized protein LOC111331240	957	10	3.41E-29	47.75								
[BLASTED]	Ahyacinthus09781-RA	nucleoporin GLE1-like	543	10	2.35E-65	82.51								
[BLASTED]	Ahyacinthus09775-RA	predicted protein	921	10	6.26E-119	74.56								
[BLASTED]	Ahyacinthus09778-RA	myosin heavy chain kinase B-like	564	10	1.42E-46	68.31								
[BLASTED]	Ahyacinthus09779-RA	uncharacterized protein LOC114535818	402	10	1.27E-36	56.46								
[BLASTED]	Ahyacinthus09784-RA	kelch-like protein diablo	1593	10	0	84.25								
[BLASTED]	Ahyacinthus09783-RA	WD repeat-containing protein 41-like	1103	10	0	69.84								
[BLASTED]	Ahyacinthus09785-RA	KH homology domain-containing protein 4-like	2194	10	0	74.98								
[BLASTED]	Ahyacinthus09788-RA	uromodulin-like	725	10	7.36E-122	66.61								
[BLASTED]	Ahyacinthus09786-RA	DENN domain-containing protein 3-like	3492	10	0	68.08								
[BLASTED]	Ahyacinthus09787-RA	midasin-like isoform X1	1077	5	0	77.21								
[BLASTED]	Ahyacinthus09789-RA	oncoprotein-induced transcript 3 protein-like	855	10	8.05E-146	76								
[BLASTED]	Ahyacinthus09790-RA	neurogenic locus notch homolog protein 1-like isoform X1	1431	10	2.23E-107	82.73								
[BLASTED]	Ahyacinthus09795-RA	fibropellin-1-like isoform X2	1335	10	0	69.83								
[BLASTED]	Ahyacinthus09793-RA	neurogenic locus notch homolog protein 1-like isoform X1	1026	10	4.97E-124	64.48								
[BLASTED]	Ahyacinthus09791-RA	Retrovirus-related Pol polyprotein	609	10	9.63E-67	73.71								
[BLASTED]	Ahyacinthus09792-RA	fibropellin-1-like isoform X2	534	10	6.55E-117	92.83								
[BLASTED]	Ahyacinthus09794-RA	fibropellin-1-like isoform X2	264	10	3.82E-48	94.37								
[BLASTED]	Ahyacinthus09796-RA	PREDICTED: uncharacterized protein LOC107335131	1413	10	1.42E-106	55.32								
[BLASTED]	Ahyacinthus09798-RA	PREDICTED: uncharacterized protein LOC107337099	1563	10	0	72.17								
[BLASTED]	Ahyacinthus09799-RA	disabled homolog 2-interacting protein-like isoform X1	3679	10	0	85.27								
[BLASTED]	Ahyacinthus09797-RA	fibropellin-1-like isoform X2	828	10	7.32E-163	90.99								
[BLASTED]	Ahyacinthus09803-RA	protein odr-4 homolog	1439	10	0	77.89								
[BLASTED]	Ahyacinthus09806-RA	protein usf-like	894	10	4.89E-147	74.81								
[BLASTED]	Ahyacinthus09808-RA	PREDICTED: uncharacterized protein LOC107346129 isoform X1	819	10	0	82.15								
[BLASTED]	Ahyacinthus09809-RA	PREDICTED: uncharacterized protein LOC107337110 isoform X1	840	10	6.90E-136	73.23								
[BLASTED]	Ahyacinthus09811-RA	PREDICTED: uncharacterized protein LOC107337110 isoform X1	684	10	6.02E-118	75.56								
[BLASTED]	Ahyacinthus09812-RA	uncharacterized protein LOC114963377	810	10	1.55E-164	79.72								
[BLASTED]	Ahyacinthus09800-RA	alpha-tubulin N-acetyltransferase 1-like isoform X1	603	6	7.87E-103	73.63								
[BLASTED]	Ahyacinthus09801-RA	alpha-tubulin N-acetyltransferase 1-like	420	10	1.15E-81	54.28								
[BLASTED]	Ahyacinthus09802-RA	60S ribosomal protein L28-like	344	10	1.91E-53	52.31								
[BLASTED]	Ahyacinthus09804-RA	serine/arginine repetitive matrix protein 2-like	2946	10	0	80.78								
[BLASTED]	Ahyacinthus09805-RA	AT-hook-containing transcription factor	702	10	3.54E-160	76.98								
[BLASTED]	Ahyacinthus09810-RA	uncharacterized protein LOC114963372 isoform X2	945	10	0	82.01								
[BLASTED]	Ahyacinthus09807-RA	uncharacterized protein LOC114963354	625	7	9.64E-100	55.71								
[BLASTED]	Ahyacinthus09813-RA	prostaglandin E synthase 2-like	387	10	1.36E-20	85.84								
[BLASTED]	Ahyacinthus09817-RA	prostaglandin E synthase 2-like	1032	10	0	73.46								
[BLASTED]	Ahyacinthus09818-RA	dnaJ homolog subfamily A member 1-like	1904	10	0	78.69								
[BLASTED]	Ahyacinthus09819-RA	high mobility group protein 20A-like	1681	10	0	81.87								
[BLASTED]	Ahyacinthus09814-RA	uncharacterized protein LOC114963379	792	10	0	76.42								
[BLASTED]	Ahyacinthus09815-RA	uncharacterized protein LOC122949757 isoform X2	363	10	3.43E-39	80.88								
[BLASTED]	Ahyacinthus09816-RA	PREDICTED: uncharacterized protein LOC107346131	219	10	3.40E-11	68.77								
[BLASTED]	Ahyacinthus09821-RA	quinone oxidoreductase-like	1209	10	0	87.47								
[BLASTED]	Ahyacinthus09825-RA	Pro-Pol polyprotein	357	10	1.02E-51	82.55								
[BLASTED]	Ahyacinthus09827-RA	Transposon Tf2-9 polyprotein	687	10	1.20E-72	63.6								
[BLASTED]	Ahyacinthus09828-RA	Tumor necrosis factor receptor superfamily member 6	1220	10	0	68.22								
[BLASTED]	Ahyacinthus09826-RA	Proto-oncogene tyrosine-protein kinase receptor Ret	1777	10	1.13E-112	57								
[BLASTED]	Ahyacinthus09823-RA	Tumor necrosis factor receptor superfamily member 6	1629	10	0	63.88								
[BLASTED]	Ahyacinthus09822-RA	putative exonuclease R569	1098	10	0	73.99								
[BLASTED]	Ahyacinthus09824-RA	uncharacterized protein LOC122955883	408	5	1.86E-05	67.76								
[BLASTED]	Ahyacinthus09829-RA	uncharacterized protein LOC114963370	1356	10	0	67.64								
[BLASTED]	Ahyacinthus09832-RA	uncharacterized protein LOC114963339 isoform X1	1253	10	0	73								
[BLASTED]	Ahyacinthus09833-RA	deleted in malignant brain tumors 1 protein-like	1344	10	2.30E-171	69.93								
[BLASTED]	Ahyacinthus09834-RA	integrin beta-like protein C	1650	10	0	83.49								
[BLASTED]	Ahyacinthus09835-RA	PREDICTED: uncharacterized protein LOC107342772 isoform X12	1112	10	0	91.53								
[BLASTED]	Ahyacinthus09836-RA	uncharacterized protein LOC114963363	399	10	5.71E-63	91.13								
[BLASTED]	Ahyacinthus09837-RA	integrin beta-like protein A isoform X2	1206	10	0	93.89								
[BLASTED]	Ahyacinthus09831-RA	endogenous retrovirus group K member 25 Pol protein-like	960	10	8.74E-89	72.41								
[BLASTED]	Ahyacinthus09830-RA	Craniofacial development protein 2	420	10	9.58E-32	59.16								
[BLASTED]	Ahyacinthus09838-RA	PREDICTED: uncharacterized protein LOC107342774	450	10	9.96E-67	97.41								
[BLASTED]	Ahyacinthus09839-RA	uncharacterized protein LOC114976273	2691	10	0	85.53								
[BLASTED]	Ahyacinthus09841-RA	uncharacterized protein LOC114963338 isoform X1	1179	10	0	98.24								
[BLASTED]	Ahyacinthus09842-RA	uncharacterized protein LOC114963338 isoform X7	399	10	1.36E-64	97.98								
[BLASTED]	Ahyacinthus09844-RA	integrin beta-like protein A isoform X2	936	10	5.73E-109	97.47								
[BLASTED]	Ahyacinthus09846-RA	ZP domain-containing protein-like	1020	10	1.83E-116	61.25								
[BLASTED]	Ahyacinthus09840-RA	ZP domain-containing protein-like	837	10	1.64E-67	61.18								
[BLASTED]	Ahyacinthus09845-RA	ZP domain-containing protein-like	462	10	1.05E-79	73.57								
[BLASTED]	Ahyacinthus09843-RA	uncharacterized protein LOC114963338 isoform X7	378	10	2.65E-57	96.57								
[BLASTED]	Ahyacinthus09847-RA	TNF receptor-associated factor 3-like	1674	10	0	70.05								
[BLASTED]	Ahyacinthus09849-RA	glycosaminoglycan xylosylkinase-like	1570	10	0	72.65								
[BLASTED]	Ahyacinthus09851-RA	tumor necrosis factor receptor superfamily member 16-like isoform X1	858	10	2.25E-139	87.45								
[BLASTED]	Ahyacinthus09852-RA	tumor necrosis factor receptor superfamily member 16-like	696	10	1.51E-87	83.99								
[BLASTED]	Ahyacinthus09848-RA	mediator of RNA polymerase II transcription subunit 27-like	840	10	3.40E-177	71.43								
[BLASTED]	Ahyacinthus09850-RA	tumor necrosis factor receptor superfamily member 19-like	1400	10	0	79.39								
[BLASTED]	Ahyacinthus09853-RA	tumor necrosis factor receptor superfamily member 16-like	518	10	1.08E-54	87.5								
[BLASTED]	Ahyacinthus09854-RA	tumor necrosis factor receptor superfamily member 6-like	225	5	1.25E-09	91.97								
[BLASTED]	Ahyacinthus09855-RA	tumor necrosis factor receptor superfamily member 16-like isoform X1	1260	10	0	87.55								
[BLASTED]	Ahyacinthus09856-RA	tumor necrosis factor receptor superfamily member 16-like	1099	10	0	69.2								
[BLASTED]	Ahyacinthus09857-RA	endoplasmic reticulum chaperone BiP-like	2451	10	0	95.62								
[BLASTED]	Ahyacinthus09858-RA	E3 ubiquitin-protein ligase COP1-like	546	10	3.97E-59	81.4								
[BLASTED]	Ahyacinthus09860-RA	WD repeat-containing protein 5	1068	10	0	86.65								
[BLASTED]	Ahyacinthus09861-RA	phosphatidylinositol 4-kinase beta-like	2196	10	0	83.45								
[BLASTED]	Ahyacinthus09862-RA	uncharacterized protein LOC114954938	879	10	0	77.38								
[BLASTED]	Ahyacinthus09864-RA	EH domain-binding protein 1-like protein 1 isoform X2	1032	10	9.72E-165	69.32								
[BLASTED]	Ahyacinthus09865-RA	predicted protein	951	10	2.06E-165	73.84								
[BLASTED]	Ahyacinthus09866-RA	predicted protein	2982	10	0	76.93								
[BLASTED]	Ahyacinthus09867-RA	tumor necrosis factor alpha-induced protein 8-like	723	10	2.30E-148	95.01								
[BLASTED]	Ahyacinthus09863-RA	EH domain-binding protein 1-like protein 1 isoform X1	738	10	5.62E-168	83								
[BLASTED]	Ahyacinthus09868-RA	long-chain-fatty-acid--CoA ligase ACSBG2-like	243	1	1.46E-23	100								
[BLASTED]	Ahyacinthus09869-RA	long-chain-fatty-acid--CoA ligase ACSBG2-like isoform X2	1329	10	1.47E-158	67.34								
[BLASTED]	Ahyacinthus09870-RA	long-chain-fatty-acid--CoA ligase ACSBG2-like isoform X2	1686	10	0	85.47								
[BLASTED]	Ahyacinthus09871-RA	long-chain-fatty-acid--CoA ligase ACSBG2-like isoform X2	1044	10	0	85.87								
[BLASTED]	Ahyacinthus09872-RA	long-chain-fatty-acid--CoA ligase ACSBG2-like isoform X2	461	10	1.59E-98	93.13								
[BLASTED]	Ahyacinthus09873-RA	General transcription factor IIH subunit 2	1179	10	0	81.45								
[BLASTED]	Ahyacinthus09874-RA	arachidonate 5-lipoxygenase-like	1950	10	0	67.55								
[BLASTED]	Ahyacinthus09875-RA	protein FAM227B-like	1278	10	0	64.82								
[BLASTED]	Ahyacinthus09880-RA	PREDICTED: uncharacterized protein LOC107343181	997	5	9.44E-163	61.95								
[BLASTED]	Ahyacinthus09881-RA	neuropeptide FF receptor 1-like	1707	10	0	81.58								
[BLASTED]	Ahyacinthus09877-RA	sodium/potassium/calcium exchanger 3-like	1637	10	0	82.74								
[BLASTED]	Ahyacinthus09878-RA	galactosylceramide sulfotransferase-like	873	10	0	88.43								
[BLASTED]	Ahyacinthus09882-RA	ankyrin repeat and SOCS box protein 7-like	989	10	0	82.68								
[BLASTED]	Ahyacinthus09876-RA	PREDICTED: uncharacterized protein LOC107343122 isoform X3	402	7	2.63E-23	87.56								
[BLASTED]	Ahyacinthus09879-RA	galactosylceramide sulfotransferase-like	396	10	9.47E-56	91.79								
[BLASTED]	Ahyacinthus09883-RA	katanin p60 ATPase-containing subunit A-like 2	1470	10	0	74.9								
[BLASTED]	Ahyacinthus09884-RA	spindle and kinetochore-associated protein 1-like	998	10	1.55E-165	72.25								
[BLASTED]	Ahyacinthus09886-RA	glucosylceramidase-like	1047	10	0	81.17								
[BLASTED]	Ahyacinthus09887-RA	protein PRRC1-like	1244	10	0	81.9								
[BLASTED]	Ahyacinthus09888-RA	LOW QUALITY PROTEIN: uncharacterized protein C9orf85 homolog	258	7	5.05E-12	85.51								
[BLASTED]	Ahyacinthus09889-RA	ankyrin repeat and LEM domain-containing protein 1-like	1452	10	0	73.22								
[BLASTED]	Ahyacinthus09885-RA	anoctamin-8-like isoform X2	1974	10	0	87.98								
[BLASTED]	Ahyacinthus09890-RA	sorting nexin-2-like	2205	10	0	78.21								
[BLASTED]	Ahyacinthus09892-RA	tankyrase-like protein	2698	10	0	71.61								
[BLASTED]	Ahyacinthus09893-RA	tankyrase-like protein	4137	10	0	66.73								
[BLASTED]	Ahyacinthus09891-RA	histidine triad nucleotide-binding protein 1-like	642	10	6.44E-78	92.18								
[BLASTED]	Ahyacinthus09894-RA	"electron transfer flavoprotein subunit alpha, mitochondrial-like"	214	6	6.89E-05	97.5								
[BLASTED]	Ahyacinthus09895-RA	"electron transfer flavoprotein subunit alpha, mitochondrial-like"	685	10	4.39E-74	66.28								
